"Ad name","Ad delivery","Attribution setting",Results,"Result indicator",Reach,Frequency,"Cost per results","Ad set budget","Ad set budget type","Amount spent (USD)",Ends,Impressions,"CPM (cost per 1,000 impressions) (USD)","Link clicks","CPC (cost per link click) (USD)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (USD)","Landing page views","Content views","Website content views","Checkouts Initiated","Website checkouts initiated","Adds of payment info","Website adds of payment info","Purchase ROAS (return on ad spend)","Website purchase ROAS (return on ad spend)",Purchases,"Website purchases","Date created","Date last edited",Objective,Bid,"Bid type","Reporting starts","Reporting ends",Starts
"MINI Unbox Long v1 t3",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-08-03,2024-10-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2020-08-03
"MINI Unbox Long v2 t3",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-08-03,2024-10-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2020-08-03
"MINI Unbox Long v2 t3",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-08-03,2024-10-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2020-08-03
"MINI Unbox Long v1 t3",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-08-03,2024-10-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2020-08-03
"Fiverr t4",inactive,-,,,0,0,,50,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-05-28,2024-10-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-05-28
"Fiverr t4",inactive,-,,,0,0,,100,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-06-04,2024-10-07,CONVERSIONS,40,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-06-04
"MINI Aboutus(testimonials) t3",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-06-04,2024-10-07,CONVERSIONS,38,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-06-04
"MINI Aboutus(testimonials) t3",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-06-04,2024-10-07,CONVERSIONS,38,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-06-04
"MINI Aboutus(testimonials) t3",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-06-04,2024-10-07,CONVERSIONS,39,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-06-04
"Mini BF 2021 mini2b",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-11-12,2024-10-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-11-12
"Mini BF 2021 mini2",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-11-12,2024-10-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-11-12
AD09_Video_T4,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2024-10-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-07
AD09_Video_T4,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2024-10-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
"New Traffic Ad",inactive,"7-day click or 1-day view",56,actions:link_click,1921,1.029151,0.53571429,30,Lifetime,30,2022-07-05,1977,15.174507,56,0.535714,2.832575,69,3.490137,0.434783,8,,,,,,,,,,,2022-07-03,2024-10-06,Traffic,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-07-03
"New Engagement Ad",inactive,"7-day click or 1-day view",237,actions:post_engagement,769,1.128739,0.08438819,20,Lifetime,20,2022-10-13,868,23.041475,1,20,0.115207,1,0.115207,20,1,,,,,,,,,,,2022-10-07,2024-10-06,Engagement,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-10-07
"New Traffic Ad",inactive,"7-day click or 1-day view",51,actions:link_click,933,1.127546,0.78431373,40,Lifetime,40,2022-11-15,1052,38.022814,51,0.784314,4.847909,54,5.13308,0.740741,23,,,,,,,,,,,2022-11-02,2024-10-06,Traffic,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-11-02
"New Engagement Ad",inactive,"7-day click or 1-day view",202,actions:post_engagement,335,1.128358,0.17326733,35,Lifetime,35,2022-12-02,378,92.592593,,,,0,0,0,,,,,,,,,,,,2022-11-23,2024-10-06,Engagement,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-11-23
"New Engagement Ad",inactive,"7-day click or 1-day view",735,actions:post_engagement,1528,1.357984,0.10884354,80,Lifetime,80,2023-02-11,2075,38.554217,6,13.333333,0.289157,11,0.53012,7.272727,2,,,,,,,,,,,2023-01-23,2024-10-06,Engagement,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2023-01-23
"MINI Aboutus v3 t3",inactive,-,,,0,0,,250,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-02-15,2024-10-07,CONVERSIONS,31,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-02-15
"Opening Mini v2 t1",inactive,-,,,0,0,,60,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-02-15,2024-10-07,CONVERSIONS,43,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-02-15
"MINI Aboutus(testimonials) t4",inactive,-,,,0,0,,60,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-02-20,2024-10-07,CONVERSIONS,35,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-02-20
"MINI Aboutus(testimonials) t3",inactive,-,,,0,0,,300,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-03-14,2024-10-07,CONVERSIONS,47,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-03-14
"MINI Aboutus v3 t3",inactive,-,,,0,0,,300,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-03-14,2024-10-07,CONVERSIONS,47,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-03-14
"MINI Aboutus(testimonials) t3",inactive,-,,,0,0,,350,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-03-19,2024-10-07,CONVERSIONS,47,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-03-19
"MINI Aboutus v3 t3",inactive,-,,,0,0,,350,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-03-19,2024-10-07,CONVERSIONS,47,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-03-19
"Petite MothersDay v1",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-04-14,2024-10-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-04-17
"Petite MothersDay v2",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-04-14,2024-10-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-04-17
"Petite MothersDay v3",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-04-14,2024-10-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-04-17
"Petite MothersDay v4",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-04-14,2024-10-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-04-17
"Petite MothersDay v4",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-04-14,2024-10-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-04-17
"Petite MothersDay v3",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-04-14,2024-10-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-04-17
"Petite MothersDay v1",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-04-14,2024-10-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-04-17
"Petite MothersDay v2",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-04-14,2024-10-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-04-17
"Petite MothersDay v1",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-04-14,2024-10-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-04-17
"Petite MothersDay v4",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-04-14,2024-10-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-04-17
"Petite MothersDay v3",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-04-14,2024-10-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-04-17
"Petite MothersDay v2",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-04-14,2024-10-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-04-17
"Petite MothersDay v2",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-04-14,2024-10-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-04-17
"MINI Aboutus v3 t3",inactive,-,,,0,0,,250,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-04-18,2024-10-07,CONVERSIONS,35,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-04-18
"MINI Aboutus(testimonials) t3",inactive,-,,,0,0,,250,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-04-18,2024-10-07,CONVERSIONS,35,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-04-18
"MINI Aboutus v3 t3 MothersDay",inactive,-,,,0,0,,150,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-04-23,2024-10-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-04-23
"MINI Aboutus(testimonials) t3",inactive,-,,,0,0,,100,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-04-27,2024-10-07,CONVERSIONS,38,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-04-27
"MINI Aboutus v3 t3 vertical",inactive,-,,,0,0,,100,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-05-28,2024-10-07,CONVERSIONS,40,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-05-28
"Default name - Traffic",inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-05-24,2024-10-06,Traffic,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2020-05-24
"Mini Gift",inactive,-,,,0,0,,17,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-06-11,2024-10-06,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2020-06-04
"MINI Unbox Long v1 t3",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-08-03,2024-10-06,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2020-08-03
"MINI Aboutus v3 t1",inactive,-,,,0,0,,550,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-01-02,2024-10-07,CONVERSIONS,47,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-01-02
"MINI Aboutus v3 t3",inactive,-,,,0,0,,550,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-01-02,2024-10-07,CONVERSIONS,47,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-01-02
"MINI Aboutus v3 t2",inactive,-,,,0,0,,200,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-01-02,2024-10-07,CONVERSIONS,42,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-01-02
"MINI Aboutus v3 t1",inactive,-,,,0,0,,200,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-01-02,2024-10-07,CONVERSIONS,42,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-01-02
"MINI Aboutus v3 t3",inactive,-,,,0,0,,200,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-01-02,2024-10-07,CONVERSIONS,42,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-01-02
"Opening Mini v2 t1",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-01-06,2024-10-07,CONVERSIONS,42,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-01-06
"Opening Mini v2 t1 tn2",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-01-06,2024-10-07,CONVERSIONS,42,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-01-06
"Opening Mini v2 t1",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-01-06,2024-10-07,CONVERSIONS,50,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-01-06
"Opening Mini v2 t1 tn2",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-01-06,2024-10-07,CONVERSIONS,50,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-01-06
"Opening Mini v2 t1",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-01-06,2024-10-07,CONVERSIONS,47,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-01-06
"Opening Mini v2 t1 tn2",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-01-06,2024-10-07,CONVERSIONS,47,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-01-06
"Opening Mini v2 t1 tn2",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-01-06,2024-10-07,CONVERSIONS,42,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-01-06
"Opening Mini v2 t1",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-01-06,2024-10-07,CONVERSIONS,42,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-01-06
"MINI Aboutus(testimonials) t3",inactive,-,,,0,0,,300,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-01-11,2024-10-07,CONVERSIONS,43,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-01-11
"JPW10 t1",inactive,-,,,0,0,,100,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-01-19,2024-10-07,CONVERSIONS,49,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-01-19
"JPW10 v2 t1",inactive,-,,,0,0,,100,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-01-19,2024-10-07,CONVERSIONS,49,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-01-19
"All Valentines",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-01-21,2024-10-07,CONVERSIONS,37,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-01-21
"All Valentines",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-01-21,2024-10-07,CONVERSIONS,36,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-01-21
"All Valentines",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-01-21,2024-10-07,CONVERSIONS,50,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-01-21
"MINI Aboutus v3 t3 Valentines",inactive,-,,,0,0,,240,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-01-24,2024-10-07,CONVERSIONS,38,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-01-24
"MINI Aboutus v3 t1 Valentines",inactive,-,,,0,0,,240,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-01-24,2024-10-07,CONVERSIONS,38,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-01-24
"MINI Aboutus(testimonials) t3",inactive,-,,,0,0,,250,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2021-02-15,2024-10-07,CONVERSIONS,31,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2021-02-15
"Brand - 1 - Video",inactive,-,,,0,0,,14,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-06-04,2024-10-06,Engagement,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2020-06-04
"Brand - 1 - Video",inactive,-,,,0,0,,14,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-06-04,2024-10-06,Engagement,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2020-06-04
"Store collection All Products - Catalog sales",inactive,-,,,0,0,,7,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-06-07,2024-10-06,"Catalog Sales",0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2020-06-07
"Glass. Paint. Light. Movement.",inactive,-,,,0,0,,14,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-06-16,2024-10-06,Engagement,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2020-06-04
"Glass. Paint. Light. Movement. - Copy",inactive,-,,,0,0,,14,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-06-16,2024-10-06,Engagement,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2020-06-04
"30sec NT about",inactive,-,,,0,0,,14,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-06-23,2024-10-06,Engagement,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2020-06-04
"30sec NT about - Copy",inactive,-,,,0,0,,14,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-06-23,2024-10-06,Engagement,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2020-06-04
"Store collection All Products - Catalog sales",inactive,-,,,0,0,,7,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-06-25,2024-10-06,"Catalog Sales",200,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2020-06-25
"Store collection All Products - Catalog sales",inactive,-,,,0,0,,7,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-06-25,2024-10-06,"Catalog Sales",200,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2020-06-25
"Studio Slideshow",inactive,-,,,0,0,,14,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-06-30,2024-10-06,Engagement,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2020-06-04
"Studio Slideshow - Copy",inactive,-,,,0,0,,14,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-06-30,2024-10-06,Engagement,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2020-06-04
packing,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-07-13,2024-10-06,Engagement,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2020-07-13
"Coffee break",inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-07-13,2024-10-06,Engagement,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2020-07-13
"Gift Carousel (old post)",inactive,-,,,0,0,,15,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-07-23,2024-10-06,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2020-07-23
"MINI Unbox Long v2 t3",inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2020-08-03,2024-10-06,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2020-08-03
AD01_Catalog,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2024-10-06,"Catalog Sales",0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD01_Catalog,inactive,-,,,0,0,,10,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-05,2024-10-06,"Catalog Sales",0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-05
AD01_IMG_T2_Black,inactive,-,,,0,0,,50,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-26,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD03_IMG_T4_Black,inactive,-,,,0,0,,50,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-26,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD08_Video_T2,inactive,-,,,0,0,,50,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-26,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,50,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-05,2022-02-26,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-05
AD02_IMG_T1_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,2022-02-28,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-26,2022-02-26,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-26
AD01_IMG_T2_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,2022-02-28,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-26,2022-02-26,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-26
AD03_IMG_T4_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,2022-02-28,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-26,2022-02-26,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-26
AD02_IMG_T1_Black,inactive,-,,,0,0,,"Using campaign budget",0,0,2022-02-28,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-26,2022-02-26,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-26
AD03_IMG_T4_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-02-26,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD08_Video_T2,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-02-26,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD01_IMG_T2_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-02-26,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD02_IMG_T1_Black,inactive,-,,,0,0,,5,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-02-26,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD02_IMG_T1_Black,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-02-26,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD03_IMG_T4_Black,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-02-26,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD08_Video_T2,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-02-26,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD01_IMG_T2_Black,inactive,-,,,0,0,,20,Daily,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-01-13,2022-02-26,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-01-13
AD06_IMG_T4_Yellow,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD14_IMG_T4_V,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD14_IMG_T4_V,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD15_IMG_T4_V,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
AD15_IMG_T4_V,inactive,-,,,0,0,,"Using campaign budget",0,0,מתמשך,0,0,,,,0,0,0,,,,,,,,,,,,2022-02-07,2022-02-07,CONVERSIONS,0,ABSOLUTE_OCPM,2021-09-07,2024-10-07,2022-02-07
